"Namespace","Pod_Name","Action","Time","Policy","Cluster","Rule","Container_Name","Container_ID","Process_Name","Executable"
"","cassandra-0","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000039","cassandra","6a886d606718","java","/opt/bitnami/java/bin/java"
"","ingress-nginx-controller-5f8ccb58b-zxw94","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-zxw94_ingress-nginx_11e90ca4-fba7-4f84-ae4c-f79843102d86_0","c25f0b5268c5","nginx","nginx: worker process"
"","000000000032856-nad-rbac-microservice-staging-78c67fd5b7-zbg7j","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-rbac-microservice-staging_000000000032856-nad-rbac-microservice-staging-78c67fd5b7-zbg7j_000000000032856-staging_92a742d0-3092-4a6b-bb9a-b3ec5f23539b_0","6e9c7e92ab11","node","node /usr/src/NAD-user-management/index.js"
"","ingress-nginx-controller-5f8ccb58b-fr7fv","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-fr7fv_ingress-nginx_c3d82b4f-1bf7-43ed-979e-c9ba7293e27f_0","7ce542e39f62","nginx","nginx: worker process"
"","000000000032856-nad-caas-microservice-rmg2-5475f96f4c-2xqkf","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-caas-microservice-rmg2_000000000032856-nad-caas-microservice-rmg2-5475f96f4c-2xqkf_000000000032856-rmg2_3968f1d7-9e27-4abe-ac5c-978df4abbf87_2","c5631fb05896","node","node"
"","ingress-nginx-controller-5f8ccb58b-b6lrb","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-b6lrb_ingress-nginx_cbb6c5ea-86ea-4b66-8f26-36a072ba4f58_0","7f2bbef71a22","nginx","nginx: worker process"
"","000000000032856-nad-infra-automation-ms-staging-6987bd89c4l4rgl","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000044","k8s_000000000032856-nad-infra-automation-ms-staging_000000000032856-nad-infra-automation-ms-staging-6987bd89c4l4rgl_000000000032856-staging_66d9983c-8449-41e0-9047-dbca726de432_6294","c3c451dc3fc7","runc:[1:CHILD]","runc"
"","netops-system-configuration-7bb5745798-p6jsz","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-system-configuration","716e34f66e98","python3","python3"
"","ingress-nginx-controller-5f8ccb58b-r757d","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-r757d_ingress-nginx_130c544e-a5b2-426a-ba4c-ecac2d03bf68_0","81e1c85695b0","nginx","nginx: worker process"
"","000000000032856-nad-caas-microservice-rmg-e2e-76b8b6f6b8-fz252","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-caas-microservice-rmg-e2e_000000000032856-nad-caas-microservice-rmg-e2e-76b8b6f6b8-fz252_000000000032856-rmg-e2e_558e7ed5-38b4-4945-b55c-0bc15af9fba9_0_1a96c687","2ba0ba18f4fd","node","node"
"","ingress-nginx-controller-5f8ccb58b-r4szr","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-r4szr_ingress-nginx_d445c22f-28e8-455e-8c19-13c07e5d7e28_0","81f6f8717e0a","nginx","nginx: worker process"
"","netops-system-configuration-7bb5745798-p6jsz","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-system-configuration","716e34f66e98","python3","/venv/bin/python3"
"","cassandra-0","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","java","/opt/bitnami/java/bin/java"
"","cassandra-0","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","nodetool","/bin/sh"
"","scanner-subconv2-new-f3ad0afb-c14f-4505-a4eb-1ca40c17d4ab-tq5mg","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000043","k8s_vulnerability-scanner-init_scanner-subconv2-new-f3ad0afb-c14f-4505-a4eb-1ca40c17d4ab-tq5mg_000000000032856-subconv2_4d28e51c-6c14-4bdf-838d-da3977356169_0","674b640eff3d","sbom-job","/app/sbom-job"
"","scanner-subconv2-new-f3ad0afb-c14f-4505-a4eb-1ca40c17d4ab-tq5mg","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000044","k8s_vulnerability-scanner-init_scanner-subconv2-new-f3ad0afb-c14f-4505-a4eb-1ca40c17d4ab-tq5mg_000000000032856-subconv2_4d28e51c-6c14-4bdf-838d-da3977356169_0","674b640eff3d","runc:[1:CHILD]","runc"
"","mongodb-0","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","mongodb","8bdb4aa79d13","mongod","mongod"
"","elastic-search-0","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000039","elastic-search","fdb0a5398620","java","/opt/jdk-13.0.2+8/bin/java"
"","netops-site-mgmt-584849cccf-l4882","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-site-mgmt","3e2ab6345b42","python3","/usr/local/bin/python3"
"","netops-site-mgmt-584849cccf-l4882","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-site-mgmt","3e2ab6345b42","python3","python3"
"","cassandra-0","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","java","/opt/bitnami/java/bin/java"
"","secondary-all-parallel-5cc74dfdc6-wm8vn","log","2023-06-25T00:00:08","policy_gke_cio_msft_sysadmin_prod_001","cluster_gke_cio_msft_sysadmin_prod_001","TM-00000043","secondary-all-parallel","46abf44e3f68","gunicorn","/usr/bin/python3"
"","application-controller-manager-9fb69db84-9zdxq","log","2023-06-25T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000008","prom-to-sd","dd92fc4c7c0d","monitor","/monitor"
"","legalclauseentityservicespacy-594b9f58f4-5x5jj","log","2023-06-25T00:00:08","policy_gke_cio_msft_sysadmin_prod_001","cluster_gke_cio_msft_sysadmin_prod_001","TM-00000043","legalclauseentityservicespacy","995bf9df3916","gunicorn","/usr/bin/python3"
"","ingress-nginx-controller-5f8ccb58b-6gp5g","log","2023-06-25T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-6gp5g_ingress-nginx_a281ea0b-4d68-452a-9b90-faee30fb304b_0","18e255fb38e3","nginx","nginx: worker process"
"","legalclauseentityservicespacy-594b9f58f4-5x5jj","log","2023-06-26T00:00:08","policy_gke_cio_msft_sysadmin_prod_001","cluster_gke_cio_msft_sysadmin_prod_001","TM-00000043","legalclauseentityservicespacy","995bf9df3916","gunicorn","/usr/bin/python3"
"","000000000032856-nad-rmg-microservice-rmg-e2e-57c67574-59hr4","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-rmg-microservice-rmg-e2e_000000000032856-nad-rmg-microservice-rmg-e2e-57c67574-59hr4_000000000032856-rmg-e2e_914dc8d6-4a78-4589-b857-a89d564c098d_1","26f9f955b9e9","node","node /usr/src/nad-rmg-microservice-000000000032856/index.js"
"","scanner-staging-new-a67d4aef-01ce-458b-be6b-2283ab8a4104-4krcn","log","2023-06-26T00:00:08","NAD_Prod_EKS_L","NAD_Prod_EKS_L","TM-00000044","k8s_target_scanner-staging-new-a67d4aef-01ce-458b-be6b-2283ab8a4104-4krcn_000000000032856-production_a8f0436b-85dd-403d-967c-a941b5dd11e9_0","30ab7e8dee4d","runc:[1:CHILD]","runc"
"","scanner-staging-new-a67d4aef-01ce-458b-be6b-2283ab8a4104-4krcn","log","2023-06-26T00:00:08","NAD_Prod_EKS_L","NAD_Prod_EKS_L","TM-00000043","k8s_vulnerability-scanner-init_scanner-staging-new-a67d4aef-01ce-458b-be6b-2283ab8a4104-4krcn_000000000032856-production_a8f0436b-85dd-403d-967c-a941b5dd11e9_0","7f26aa397680","sbom-job","/app/sbom-job"
"","scanner-staging-new-a67d4aef-01ce-458b-be6b-2283ab8a4104-4krcn","log","2023-06-26T00:00:08","NAD_Prod_EKS_L","NAD_Prod_EKS_L","TM-00000044","k8s_vulnerability-scanner-init_scanner-staging-new-a67d4aef-01ce-458b-be6b-2283ab8a4104-4krcn_000000000032856-production_a8f0436b-85dd-403d-967c-a941b5dd11e9_0","7f26aa397680","runc:[1:CHILD]","runc"
"","elastic-search-0","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000039","elastic-search","fdb0a5398620","java","/opt/jdk-13.0.2+8/bin/java"
"","secondary-all-parallel-5cc74dfdc6-jz7kk","log","2023-06-26T00:00:08","policy_gke_cio_msft_sysadmin_prod_001","cluster_gke_cio_msft_sysadmin_prod_001","TM-00000043","secondary-all-parallel","46e52e100525","gunicorn","/usr/bin/python3"
"","ingress-nginx-controller-5f8ccb58b-zxw94","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-zxw94_ingress-nginx_11e90ca4-fba7-4f84-ae4c-f79843102d86_0","c25f0b5268c5","nginx","nginx: worker process"
"","ingress-nginx-controller-5f8ccb58b-wt2hx","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-wt2hx_ingress-nginx_61a203d1-a4f4-4f89-9bea-027e44887c1d_0","10d27755b532","nginx","nginx: worker process"
"","ingress-nginx-controller-5f8ccb58b-r757d","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-r757d_ingress-nginx_130c544e-a5b2-426a-ba4c-ecac2d03bf68_0","81e1c85695b0","nginx","nginx: worker process"
"","ingress-nginx-controller-5f8ccb58b-zhrj9","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-zhrj9_ingress-nginx_77ec7998-6170-4f02-8f3d-4aae114dc673_0","f2ef4b0a5fc7","nginx","nginx: worker process"
"","ingress-nginx-controller-5f8ccb58b-b6lrb","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-b6lrb_ingress-nginx_cbb6c5ea-86ea-4b66-8f26-36a072ba4f58_0","7f2bbef71a22","nginx","nginx: worker process"
"","000000000032856-nad-caas-microservice-rmg2-5475f96f4c-2xqkf","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-caas-microservice-rmg2_000000000032856-nad-caas-microservice-rmg2-5475f96f4c-2xqkf_000000000032856-rmg2_3968f1d7-9e27-4abe-ac5c-978df4abbf87_2","c5631fb05896","node","node"
"","000000000032856-nad-rbac-microservice-staging-78c67fd5b7-zbg7j","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-rbac-microservice-staging_000000000032856-nad-rbac-microservice-staging-78c67fd5b7-zbg7j_000000000032856-staging_92a742d0-3092-4a6b-bb9a-b3ec5f23539b_0","6e9c7e92ab11","node","node /usr/src/NAD-user-management/index.js"
"","ingress-nginx-controller-5f8ccb58b-nfpsl","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-nfpsl_ingress-nginx_e1925eb4-b97a-4e69-84db-8f67b16984de_0","2293e597d790","nginx","nginx: worker process"
"","cassandra-0","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","java","/opt/bitnami/java/bin/java"
"","cassandra-0","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","nodetool","/bin/sh"
"","netops-system-configuration-7bb5745798-p6jsz","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-system-configuration","716e34f66e98","python3","/venv/bin/python3"
"","netops-system-configuration-7bb5745798-p6jsz","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-system-configuration","716e34f66e98","python3","python3"
"","ingress-nginx-controller-5f8ccb58b-6gp5g","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-6gp5g_ingress-nginx_a281ea0b-4d68-452a-9b90-faee30fb304b_0","18e255fb38e3","nginx","nginx: worker process"
"","000000000032856-nad-caas-microservice-rmg-e2e-76b8b6f6b8-fz252","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000039","k8s_000000000032856-nad-caas-microservice-rmg-e2e_000000000032856-nad-caas-microservice-rmg-e2e-76b8b6f6b8-fz252_000000000032856-rmg-e2e_558e7ed5-38b4-4945-b55c-0bc15af9fba9_0_1a96c687","2ba0ba18f4fd","node","node"
"","ingress-nginx-controller-5f8ccb58b-r4szr","log","2023-06-26T00:00:08","Policy_NAD_SHARED_EKS_NLB","NAD_SHARED_EKS_NLB","TM-00000046","k8s_controller_ingress-nginx-controller-5f8ccb58b-r4szr_ingress-nginx_d445c22f-28e8-455e-8c19-13c07e5d7e28_0","81f6f8717e0a","nginx","nginx: worker process"
"","cassandra-0","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","java","/opt/bitnami/java/bin/java"
"","netops-site-mgmt-584849cccf-l4882","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-site-mgmt","3e2ab6345b42","python3","/usr/local/bin/python3"
"","netops-site-mgmt-584849cccf-l4882","log","2023-06-26T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000040","netops-site-mgmt","3e2ab6345b42","python3","python3"
"","000000000032856-nad-ruleengine-microservice-production-779pxxr6","log","2023-06-27T00:00:08","NAD_Prod_EKS_L","NAD_Prod_EKS_L","TM-00000039","k8s_000000000032856-nad-ruleengine-microservice-production_000000000032856-nad-ruleengine-microservice-production-779pxxr6_000000000032856-production_1dd57d89-0c26-4769-bcc0-4d54fdec1e6d_0","cb531dba372d","node","node /usr/src/nad-ruleengine-microservice-000000000032856/index.js"
"","scanner-staging-new-7de53a3e-2d20-461f-a32d-811f6974a3ee-wpnl5","log","2023-06-27T00:00:08","NAD_Prod_EKS_L","NAD_Prod_EKS_L","TM-00000044","k8s_target_scanner-staging-new-7de53a3e-2d20-461f-a32d-811f6974a3ee-wpnl5_000000000032856-production_ff1eff46-0f9c-4f1a-abec-f066d1386f91_0","e4625a048c10","runc:[1:CHILD]","runc"
"","cassandra-0","log","2023-06-27T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","java","/opt/bitnami/java/bin/java"
"","cassandra-0","log","2023-06-27T00:00:08","gke_43220_dev_001","gke_43220_dev_001","TM-00000044","cassandra","6a886d606718","nodetool","/bin/sh"
"","scanner-staging-new-7de53a3e-2d20-461f-a32d-811f6974a3ee-wpnl5","log","2023-06-27T00:00:08","NAD_Prod_EKS_L","NAD_Prod_EKS_L","TM-00000043","k8s_vulnerability-scanner-init_scanner-staging-new-7de53a3e-2d20-461f-a32d-811f6974a3ee-wpnl5_000000000032856-production_ff1eff46-0f9c-4f1a-abec-f066d1386f91_0","4326154c4534","sbom-job","/app/sbom-job"
